FILE NAME,SITE NAME,SITE CODE,COUNTRY,CONTRIBUTOR (ABBREVIATED),CONTRIBUTOR (FULL),CONTRIBUTOR WEBSITE,CONTRIBUTOR CONTACT,ORGINATOR,ORIGINATOR WEBSITE,ORIGINATOR CONTACT,LATITUDE,LONGITUDE,COORDINATE SYSTEM,START DATE/TIME,END DATE/TIME,NUMBER OF YEARS,TIME ZONE HOURS,DATUM INFORMATION,INSTRUMENT,PRECISION,NULL VALUE,GAUGE TYPE,OVERALL RECORD QUALITY
tumaco-303a-col-uhslc,Tumaco,303A,COL,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Instituto de Hidrologia  Meteorologia y Estudios Ambientales  Ministerio de Medio Ambiente  Colombia ,"Unspecified",Unspecified,   1.81700000, -78.73000000,Unspecified,1951/11/01 05:00:00,2018/12/31 23:00:00,68,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
rockport_tx-769a-usa-uhslc,Rockport_TX,769A,USA,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  28.02200000, -97.04700000,Unspecified,1937/03/01 06:00:00,2018/12/31 23:00:00,66,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
nawiliwili-058a-usa-uhslc,Nawiliwili,058A,USA,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA,"Unspecified",Unspecified,  21.96700000,-159.35000000,Unspecified,1954/12/01 14:00:00,2018/12/31 23:00:00,65,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
taranaki-076a-nzl-uhslc,Taranaki,076A,NZL,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Land Information New Zealand  New Zealand ,"Unspecified",Unspecified, -39.05000000, 174.03300000,Unspecified,1955/12/02 02:00:00,2018/12/31 11:00:00,64,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
fernandina_beach-240a-usa-uhslc,Fernandina_Beach,240A,USA,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  30.67200000, -81.46700000,Unspecified,1897/05/08 06:00:00,2018/12/31 23:00:00,62,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
buenaventura-085a-col-uhslc,Buenaventura,085A,COL,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Instituto de Hidrologia  Meteorologia y Estudios Ambientales  Ministerio de Medio Ambiente  Colombia ,"Unspecified",Unspecified,   3.89000000, -77.06200000,Unspecified,1953/05/12 00:00:00,2014/12/31 23:00:00,62,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
naze-359a-jpn-uhslc,Naze,359A,JPN,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Japan Oceanographic Data Center  Japan ,"Unspecified",Unspecified,  28.40000000, 129.49800000,Unspecified,1957/04/08 15:00:00,2018/12/31 14:00:00,61,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
woods_hole_ma-742a-usa-uhslc,Woods_Hole_MA,742A,USA,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  41.52300000, -70.67200000,Unspecified,1957/01/01 05:00:00,2018/12/31 23:00:00,61,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
magueyes_island_pr-246a-usa-uhslc,Magueyes_Island_PR,246A,USA,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  17.97200000, -67.04700000,Unspecified,1954/12/04 04:00:00,2018/12/31 23:00:00,60,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
aburatsu-354a-jpn-uhslc,Aburatsu,354A,JPN,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Japan Meteorological Agency  Japan ,"Unspecified",Unspecified,  31.58300000, 131.41700000,Unspecified,1961/01/01 00:00:00,2018/12/31 14:00:00,58,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
kushimoto-353a-jpn-uhslc,Kushimoto,353A,JPN,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Japan Meteorological Agency  Japan ,"Unspecified",Unspecified,  33.48300000, 135.76700000,Unspecified,1961/01/01 00:00:00,2018/12/31 14:00:00,58,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
lerwick-293a-gbr-uhslc,Lerwick,293A,GBR,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Oceanography Centre (NOC)  United Kingdom ,"Unspecified",Unspecified,  60.15500000,  -1.14000000,Unspecified,1959/01/01 00:00:00,2016/11/27 03:00:00,58,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
yakutat_ak-570a-usa-uhslc,Yakutat_AK,570A,USA,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  59.54800000,-139.73500000,Unspecified,1961/01/01 09:00:00,2018/12/31 23:00:00,58,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
churchill-274a-can-uhslc,Churchill,274A,CAN,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Marine Environmental Data Service  Department of Fisheries and Oceans  Canada ,"Unspecified",Unspecified,  58.76700000, -94.18300000,Unspecified,1961/11/01 07:00:00,2018/12/31 23:00:00,58,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
buenos_aires-285a-arg-uhslc,Buenos_Aires,285A,ARG,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified, -34.66700000, -58.50000000,Unspecified,1905/01/01 04:00:00,1961/12/31 23:00:00,57,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,Possible quality control issues
kushiro-350a-jpn-uhslc,Kushiro,350A,JPN,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Japan Meteorological Agency  Japan ,"Unspecified",Unspecified,  42.96700000, 144.36700000,Unspecified,1963/01/01 00:00:00,2018/12/31 14:00:00,55,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
miyakejima-357a-jpn-uhslc,Miyakejima,357A,JPN,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Japan Oceanographic Data Center  Japan ,"Unspecified",Unspecified,  34.06700000, 139.48200000,Unspecified,1964/01/31 15:00:00,2018/12/31 14:00:00,55,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,Possible datum issues
galveston_ppier-767a-usa-uhslc,Galveston_PPier,767A,USA,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  29.28700000, -94.79000000,Unspecified,1957/08/21 06:00:00,2011/07/20 17:00:00,55,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
hakodate-364a-jpn-uhslc,Hakodate,364A,JPN,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Japan Meteorological Agency  Japan ,"Unspecified",Unspecified,  41.78300000, 140.71700000,Unspecified,1964/06/30 15:00:00,2018/12/31 14:00:00,55,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
mokuoloe-061a-usa-uhslc,Mokuoloe,061A,USA,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  21.43300000,-157.80000000,Unspecified,1957/05/01 10:00:00,2018/12/31 23:00:00,55,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
vardo-805a-nor-uhslc,Vardo,805A,NOR,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Norwegian Hydrographic Services (NHS)  Norway ,"Unspecified",Unspecified,  70.33300000,  31.10000000,Unspecified,1947/09/10 23:00:00,2018/12/31 04:00:00,55,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
nishinoomote-363a-jpn-uhslc,Nishinoomote,363A,JPN,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Japan Oceanographic Data Center  Japan ,"Unspecified",Unspecified,  30.73500000, 130.99200000,Unspecified,1965/04/21 10:00:00,2018/12/31 14:00:00,54,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
ofunato-351a-jpn-uhslc,Ofunato,351A,JPN,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Japan Meteorological Agency  Japan ,"Unspecified",Unspecified,  39.01700000, 141.75000000,Unspecified,1965/01/01 00:00:00,2018/12/31 14:00:00,54,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,Possible datum issues
naples_fl-757a-usa-uhslc,Naples_FL,757A,USA,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  26.13000000, -81.80700000,Unspecified,1965/03/04 05:00:00,2018/12/31 23:00:00,54,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
nantucket_ma-743a-usa-uhslc,Nantucket_MA,743A,USA,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  41.28500000, -70.09700000,Unspecified,1965/02/01 05:00:00,2018/12/31 23:00:00,54,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
simons_town-221a-zaf-uhslc,Simons_Town,221A,ZAF,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, South Africa Navy Hydrographic Office (SANHO)  South Africa ,"Unspecified",Unspecified, -34.18300000,  18.43300000,Unspecified,1959/04/24 00:00:00,2018/12/31 21:00:00,54,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
naha-355a-jpn-uhslc,Naha,355A,JPN,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Japan Meteorological Agency  Japan ,"Unspecified",Unspecified,  26.21700000, 127.66700000,Unspecified,1966/07/31 15:00:00,2018/12/31 14:00:00,53,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
cananeia-281a-bra-uhslc,Cananeia,281A,BRA,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Instituto Oceanografo  Universidade de Sao Paulo (USP)  Cidade Universitaria  Brazil ,"Unspecified",Unspecified, -25.01700000, -47.92500000,Unspecified,1954/02/26 03:00:00,2006/12/31 23:00:00,53,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
mera-352a-jpn-uhslc,Mera,352A,JPN,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Japan Meteorological Agency  Japan ,"Unspecified",Unspecified,  34.91700000, 139.81700000,Unspecified,1965/01/01 00:00:00,2018/12/31 14:00:00,53,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
port_nolloth-701a-zaf-uhslc,Port_Nolloth,701A,ZAF,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, South Africa Navy Hydrographic Office (SANHO)  South Africa ,"Unspecified",Unspecified, -29.25000000,  16.86700000,Unspecified,1958/01/03 08:00:00,2016/06/03 09:00:00,53,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
fort_denison-333a-aus-uhslc,Fort_Denison,333A,AUS,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Tidal Centre (NTC)  Bureau of Meteorology (BOM)  Australia,"Unspecified",Unspecified, -33.85500000, 151.22700000,Unspecified,1965/01/01 01:00:00,2018/12/31 23:00:00,52,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
wakkanai-360a-jpn-uhslc,Wakkanai,360A,JPN,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Japan Meteorological Agency  Japan ,"Unspecified",Unspecified,  45.40000000, 141.68300000,Unspecified,1967/01/01 00:00:00,2018/12/31 14:00:00,52,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
south_beach_or-592a-usa-uhslc,South_Beach_OR,592A,USA,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  44.62500000,-124.04300000,Unspecified,1967/02/01 08:00:00,2018/12/31 23:00:00,52,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
noumea-019a-fra-uhslc,Noumea,019A,FRA,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA in collaboration with Service Hydrographique et Oceanographique de la Marine (SHOM)  France ,"Unspecified",Unspecified, -22.24200000, 166.41700000,Unspecified,1967/02/24 13:00:00,2018/12/31 23:00:00,52,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
toyama-349a-jpn-uhslc,Toyama,349A,JPN,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Japan Oceanographic Data Center  Japan ,"Unspecified",Unspecified,  36.76700000, 137.23300000,Unspecified,1967/04/30 15:00:00,2018/12/31 14:00:00,52,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
cape_may_nj-746a-usa-uhslc,Cape_May_NJ,746A,USA,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  38.96800000, -74.96000000,Unspecified,1965/11/21 05:00:00,2018/12/31 23:00:00,52,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
abashiri-347a-jpn-uhslc,Abashiri,347A,JPN,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Japan Oceanographic Data Center  Japan ,"Unspecified",Unspecified,  44.01700000, 144.28300000,Unspecified,1968/01/01 00:00:00,2018/12/31 14:00:00,51,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
maisaka-356a-jpn-uhslc,Maisaka,356A,JPN,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Japan Meteorological Agency  Japan ,"Unspecified",Unspecified,  34.68300000, 137.61700000,Unspecified,1968/01/01 00:00:00,2018/12/31 14:00:00,51,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
cordova_alaska-583b-usa-uhslc,Cordova_Alaska,583B,USA,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  60.55800000,-145.75300000,Unspecified,1964/05/01 10:00:00,2018/12/31 23:00:00,51,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
ishigaki-365a-jpn-uhslc,Ishigaki,365A,JPN,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Japan Meteorological Agency  Japan ,"Unspecified",Unspecified,  24.33300000, 124.15000000,Unspecified,1969/01/01 00:00:00,2018/12/31 14:00:00,50,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
ilha_fiscal_rj-280a-bra-uhslc,Ilha_Fiscal_RJ,280A,BRA,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Directoria de Hidrografia e Navegacao  Banco Nacional de Dados Oceangraficos  Brazil ,"Unspecified",Unspecified, -22.89700000, -43.16500000,Unspecified,1963/02/02 03:00:00,2013/12/31 23:00:00,50,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
rorvik-803a-nor-uhslc,Rorvik,803A,NOR,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Norwegian Hydrographic Services (NHS)  Norway ,"Unspecified",Unspecified,  64.86700000,  11.25000000,Unspecified,1969/08/18 23:00:00,2018/12/31 23:00:00,50,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
malakal-007b-plw-uhslc,Malakal,007B,PLW,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,"Unspecified",Unspecified,   7.33000000, 134.46300000,Unspecified,1969/05/18 15:00:00,2018/12/31 23:00:00,50,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
rikitea-016a-fra-uhslc,Rikitea,016A,FRA,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,"Unspecified",Unspecified, -23.12500000,-134.95300000,Unspecified,1969/10/05 09:00:00,2018/12/31 23:00:00,50,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,Possible quality control issues
mossel_bay-185a-zaf-uhslc,Mossel_Bay,185A,ZAF,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, South Africa Navy Hydrographic Office (SANHO)  South Africa ,"Unspecified",Unspecified, -34.18300000,  22.13300000,Unspecified,1964/01/01 00:00:00,2016/12/31 21:00:00,50,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
seward_ak-560c-usa-uhslc,Seward_AK,560C,USA,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  60.12000000,-149.42700000,Unspecified,1967/01/01 10:00:00,2018/12/31 23:00:00,49,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
vigo-208a-esp-uhslc,Vigo,208A,ESP,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Instituto Espanol de Oceanografia  ESP ,"Unspecified",Unspecified,  42.23300000,  -8.73300000,Unspecified,1943/03/08 15:00:00,1990/12/31 22:00:00,48,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
goteborgorsh-819a-swe-uhslc,Goteborgorsh,819A,SWE,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Swedish Meteorological and Hydrographical Institute  Sweden ,"Unspecified",Unspecified,  57.68500000,  11.79000000,Unspecified,1967/11/02 16:00:00,2014/12/31 23:00:00,48,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
callao-093b-per-uhslc,Callao,093B,PER,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Direccion Hidrografia y Navegacion de la Marina  Peru ,"Unspecified",Unspecified, -12.06800000, -77.16700000,Unspecified,1970/01/01 05:00:00,2017/09/04 23:00:00,48,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
faraday-700a-ata-uhslc,Faraday,700A,ATA,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Oceanography Centre (NOC)  United Kingdom ,"Unspecified",Unspecified, -65.25000000, -64.26700000,Unspecified,1959/10/15 00:00:00,2018/12/31 23:00:00,48,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
yap-008b-fsm-uhslc,Yap,008B,FSM,UHSLC,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,"Unspecified",Unspecified,   9.50800000, 138.12800000,Unspecified,1969/05/10 15:00:00,2018/12/31 23:00:00,48,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
